"path","freq","age","sex","indexYear","cdm_name"
"None",5,"10-20","female","1971","CPRD_GOLD"
"None",5,"10-20","female","1972","CPRD_GOLD"
"None",5,"10-20","female","1973","CPRD_GOLD"
"None",5,"10-20","female","1974","CPRD_GOLD"
"None",5,"10-20","female","1975","CPRD_GOLD"
"None",5,"10-20","female","1976","CPRD_GOLD"
"None",5,"10-20","female","1977","CPRD_GOLD"
"None",5,"10-20","female","1978","CPRD_GOLD"
"None",5,"10-20","female","1980","CPRD_GOLD"
"None",5,"10-20","female","1982","CPRD_GOLD"
"None",5,"10-20","female","1983","CPRD_GOLD"
"None",5,"10-20","female","1984","CPRD_GOLD"
"None",5,"10-20","female","1986","CPRD_GOLD"
"None",5,"10-20","female","1987","CPRD_GOLD"
"None",5,"10-20","female","1989","CPRD_GOLD"
"None",5,"10-20","female","1990","CPRD_GOLD"
"None",5,"10-20","female","1991","CPRD_GOLD"
"None",5,"10-20","female","1993","CPRD_GOLD"
"None",5,"10-20","female","1994","CPRD_GOLD"
"None",5,"10-20","female","1995","CPRD_GOLD"
"None",5,"10-20","female","1997","CPRD_GOLD"
"None",5,"10-20","male","1952","CPRD_GOLD"
"None",5,"10-20","male","1955","CPRD_GOLD"
"None",5,"10-20","male","1961","CPRD_GOLD"
"None",5,"10-20","male","1962","CPRD_GOLD"
"None",5,"10-20","male","1963","CPRD_GOLD"
"None",5,"10-20","male","1964","CPRD_GOLD"
"None",5,"10-20","male","1965","CPRD_GOLD"
"None",5,"10-20","male","1966","CPRD_GOLD"
"None",5,"10-20","male","1971","CPRD_GOLD"
"None",5,"10-20","male","1972","CPRD_GOLD"
"None",5,"10-20","male","1973","CPRD_GOLD"
"None",5,"10-20","male","1974","CPRD_GOLD"
"None",5,"10-20","male","1975","CPRD_GOLD"
"None",5,"10-20","male","1976","CPRD_GOLD"
"None",5,"10-20","male","1978","CPRD_GOLD"
"None",5,"10-20","male","1979","CPRD_GOLD"
"None",5,"10-20","male","1980","CPRD_GOLD"
"None",5,"10-20","male","1982","CPRD_GOLD"
"None",5,"10-20","male","1983","CPRD_GOLD"
"None",5,"10-20","male","1984","CPRD_GOLD"
"None",5,"10-20","male","1985","CPRD_GOLD"
"None",5,"10-20","male","1987","CPRD_GOLD"
"None",5,"10-20","male","1988","CPRD_GOLD"
"None",5,"10-20","male","1990","CPRD_GOLD"
"None",5,"10-20","male","1991","CPRD_GOLD"
"None",5,"10-20","male","1992","CPRD_GOLD"
"None",5,"10-20","male","1994","CPRD_GOLD"
"None",5,"10-20","male","1995","CPRD_GOLD"
"None",5,"10-20","male","1999","CPRD_GOLD"
"None",5,"20-30","female","1969","CPRD_GOLD"
"None",5,"20-30","female","1970","CPRD_GOLD"
"None",5,"20-30","female","1977","CPRD_GOLD"
"None",5,"20-30","female","1979","CPRD_GOLD"
"None",5,"20-30","female","1986","CPRD_GOLD"
"None",5,"20-30","female","1987","CPRD_GOLD"
"None",5,"20-30","female","1994","CPRD_GOLD"
"None",5,"20-30","female","1995","CPRD_GOLD"
"None",5,"20-30","female","1996","CPRD_GOLD"
"None",5,"20-30","male","1981","CPRD_GOLD"
"None",5,"20-30","male","1985","CPRD_GOLD"
"None",5,"20-30","male","1988","CPRD_GOLD"
"None",5,"20-30","male","1989","CPRD_GOLD"
"None",5,"20-30","male","1993","CPRD_GOLD"
"None",5,"20-30","male","1994","CPRD_GOLD"
"None",5,"20-30","male","2002","CPRD_GOLD"
"None",5,"20-30","male","2003","CPRD_GOLD"
"None",5,"20-30","male","2008","CPRD_GOLD"
"None",5,"30-40","female","1979","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1951","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1953","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1956","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1957","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1959","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1960","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1961","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1962","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1963","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1965","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1966","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1967","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1968","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1969","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1970","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1971","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1972","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1973","CPRD_GOLD"
"acetaminophen",6,"0-10","female","1974","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1975","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1976","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1977","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1980","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1981","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1982","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1984","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1985","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1986","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1987","CPRD_GOLD"
"acetaminophen",5,"0-10","female","1988","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1950","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1952","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1953","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1954","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1955","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1956","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1958","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1960","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1961","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1962","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1965","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1966","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1967","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1968","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1969","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1970","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1971","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1972","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1973","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1974","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1975","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1976","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1977","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1979","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1980","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1981","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1982","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1983","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1984","CPRD_GOLD"
"acetaminophen",5,"0-10","male","1987","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1952","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1954","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1957","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1958","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1960","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1964","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1965","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1968","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1969","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1970","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1972","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1973","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1975","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1977","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1979","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1980","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1981","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1982","CPRD_GOLD"
"acetaminophen",5,"10-20","female","1989","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1952","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1955","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1957","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1958","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1960","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1962","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1963","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1964","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1965","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1966","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1967","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1969","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1971","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1972","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1973","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1975","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1977","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1978","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1981","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1983","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1984","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1985","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1993","CPRD_GOLD"
"acetaminophen",5,"10-20","male","1995","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1952","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1957","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1962","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1965","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1966","CPRD_GOLD"
"acetaminophen",5,"20-30","female","1997","CPRD_GOLD"
"acetaminophen",5,"20-30","male","1959","CPRD_GOLD"
"acetaminophen",5,"20-30","male","1965","CPRD_GOLD"
"acetaminophen",5,"20-30","male","1976","CPRD_GOLD"
"acetaminophen",5,"30-40","female","1962","CPRD_GOLD"
"acetaminophen",5,"30-40","female","1971","CPRD_GOLD"
"acetaminophen",5,"30-40","female","1989","CPRD_GOLD"
"acetaminophen",5,"30-40","male","1953","CPRD_GOLD"
"acetaminophen",5,"30-40","male","1979","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"10-20","female","1972","CPRD_GOLD"
"acetaminophen+amoxicillin",5,"10-20","female","1980","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"0-10","female","1956","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"0-10","female","1960","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"0-10","female","1973","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"0-10","male","1984","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"10-20","female","1962","CPRD_GOLD"
"acetaminophen-amoxicillin+clavulanate",5,"10-20","male","1973","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1950","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1953","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1962","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1965","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1968","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","female","1981","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","male","1951","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","male","1964","CPRD_GOLD"
"acetaminophen-aspirin",5,"0-10","male","1970","CPRD_GOLD"
"acetaminophen-aspirin",5,"10-20","female","1960","CPRD_GOLD"
"acetaminophen-aspirin",5,"10-20","male","1954","CPRD_GOLD"
"amoxicillin",5,"20-30","male","1979","CPRD_GOLD"
"amoxicillin",5,"70-80","female","1950","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","female","1957","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","female","1959","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","female","1978","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","female","1981","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","female","1983","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1951","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1960","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1961","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1971","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1972","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1976","CPRD_GOLD"
"amoxicillin+clavulanate",5,"0-10","male","1981","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1952","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1963","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1971","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1974","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1982","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1986","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","female","1993","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1958","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1960","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1970","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1972","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1973","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1987","CPRD_GOLD"
"amoxicillin+clavulanate",5,"10-20","male","1994","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","female","1953","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","female","1954","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","female","1956","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","female","1962","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","female","1987","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","male","1964","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","male","1966","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","male","1972","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","male","1974","CPRD_GOLD"
"amoxicillin+clavulanate",5,"20-30","male","1976","CPRD_GOLD"
"amoxicillin+clavulanate",5,"30-40","female","1978","CPRD_GOLD"
"amoxicillin+clavulanate",5,"30-40","male","1964","CPRD_GOLD"
"amoxicillin+clavulanate",5,"30-40","male","1983","CPRD_GOLD"
"amoxicillin+clavulanate",5,"40-50","female","1970","CPRD_GOLD"
"amoxicillin+clavulanate",5,"40-50","female","2008","CPRD_GOLD"
"amoxicillin+clavulanate",5,"40-50","male","1952","CPRD_GOLD"
"amoxicillin+clavulanate",5,"40-50","male","1963","CPRD_GOLD"
"amoxicillin+clavulanate",5,"40-50","male","1968","CPRD_GOLD"
"amoxicillin+clavulanate",5,"50-60","female","1953","CPRD_GOLD"
"amoxicillin+clavulanate",5,"50-60","male","1953","CPRD_GOLD"
"amoxicillin+clavulanate",5,"60-70","male","1954","CPRD_GOLD"
"amoxicillin+clavulanate-acetaminophen",5,"0-10","female","1962","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"0-10","male","1964","CPRD_GOLD"
"amoxicillin+clavulanate-aspirin",5,"10-20","female","1974","CPRD_GOLD"
"aspirin",5,"0-10","female","1950","CPRD_GOLD"
"aspirin",5,"0-10","female","1951","CPRD_GOLD"
"aspirin",5,"0-10","female","1952","CPRD_GOLD"
"aspirin",5,"0-10","female","1954","CPRD_GOLD"
"aspirin",5,"0-10","female","1955","CPRD_GOLD"
"aspirin",5,"0-10","female","1956","CPRD_GOLD"
"aspirin",5,"0-10","female","1957","CPRD_GOLD"
"aspirin",5,"0-10","female","1958","CPRD_GOLD"
"aspirin",5,"0-10","female","1959","CPRD_GOLD"
"aspirin",5,"0-10","female","1960","CPRD_GOLD"
"aspirin",5,"0-10","female","1961","CPRD_GOLD"
"aspirin",5,"0-10","female","1962","CPRD_GOLD"
"aspirin",5,"0-10","female","1963","CPRD_GOLD"
"aspirin",5,"0-10","female","1964","CPRD_GOLD"
"aspirin",5,"0-10","female","1965","CPRD_GOLD"
"aspirin",5,"0-10","female","1966","CPRD_GOLD"
"aspirin",5,"0-10","female","1967","CPRD_GOLD"
"aspirin",7,"0-10","female","1968","CPRD_GOLD"
"aspirin",5,"0-10","female","1969","CPRD_GOLD"
"aspirin",5,"0-10","female","1970","CPRD_GOLD"
"aspirin",5,"0-10","female","1971","CPRD_GOLD"
"aspirin",5,"0-10","female","1972","CPRD_GOLD"
"aspirin",5,"0-10","female","1974","CPRD_GOLD"
"aspirin",5,"0-10","female","1975","CPRD_GOLD"
"aspirin",5,"0-10","female","1976","CPRD_GOLD"
"aspirin",5,"0-10","female","1978","CPRD_GOLD"
"aspirin",5,"0-10","female","1980","CPRD_GOLD"
"aspirin",5,"0-10","female","1983","CPRD_GOLD"
"aspirin",5,"0-10","female","1985","CPRD_GOLD"
"aspirin",5,"0-10","female","1988","CPRD_GOLD"
"aspirin",5,"0-10","male","1950","CPRD_GOLD"
"aspirin",5,"0-10","male","1951","CPRD_GOLD"
"aspirin",5,"0-10","male","1953","CPRD_GOLD"
"aspirin",5,"0-10","male","1954","CPRD_GOLD"
"aspirin",5,"0-10","male","1955","CPRD_GOLD"
"aspirin",5,"0-10","male","1956","CPRD_GOLD"
"aspirin",5,"0-10","male","1957","CPRD_GOLD"
"aspirin",5,"0-10","male","1958","CPRD_GOLD"
"aspirin",5,"0-10","male","1959","CPRD_GOLD"
"aspirin",5,"0-10","male","1960","CPRD_GOLD"
"aspirin",5,"0-10","male","1961","CPRD_GOLD"
"aspirin",5,"0-10","male","1962","CPRD_GOLD"
"aspirin",6,"0-10","male","1963","CPRD_GOLD"
"aspirin",5,"0-10","male","1964","CPRD_GOLD"
"aspirin",5,"0-10","male","1965","CPRD_GOLD"
"aspirin",5,"0-10","male","1966","CPRD_GOLD"
"aspirin",5,"0-10","male","1967","CPRD_GOLD"
"aspirin",5,"0-10","male","1968","CPRD_GOLD"
"aspirin",5,"0-10","male","1969","CPRD_GOLD"
"aspirin",5,"0-10","male","1970","CPRD_GOLD"
"aspirin",5,"0-10","male","1971","CPRD_GOLD"
"aspirin",5,"0-10","male","1972","CPRD_GOLD"
"aspirin",5,"0-10","male","1973","CPRD_GOLD"
"aspirin",5,"0-10","male","1974","CPRD_GOLD"
"aspirin",5,"0-10","male","1975","CPRD_GOLD"
"aspirin",5,"0-10","male","1976","CPRD_GOLD"
"aspirin",5,"0-10","male","1977","CPRD_GOLD"
"aspirin",5,"0-10","male","1981","CPRD_GOLD"
"aspirin",5,"0-10","male","1982","CPRD_GOLD"
"aspirin",5,"0-10","male","1983","CPRD_GOLD"
"aspirin",5,"0-10","male","1984","CPRD_GOLD"
"aspirin",5,"10-20","female","1951","CPRD_GOLD"
"aspirin",5,"10-20","female","1954","CPRD_GOLD"
"aspirin",5,"10-20","female","1955","CPRD_GOLD"
"aspirin",5,"10-20","female","1956","CPRD_GOLD"
"aspirin",5,"10-20","female","1960","CPRD_GOLD"
"aspirin",5,"10-20","female","1961","CPRD_GOLD"
"aspirin",5,"10-20","female","1962","CPRD_GOLD"
"aspirin",5,"10-20","female","1963","CPRD_GOLD"
"aspirin",5,"10-20","female","1964","CPRD_GOLD"
"aspirin",5,"10-20","female","1965","CPRD_GOLD"
"aspirin",5,"10-20","female","1967","CPRD_GOLD"
"aspirin",5,"10-20","female","1969","CPRD_GOLD"
"aspirin",5,"10-20","female","1970","CPRD_GOLD"
"aspirin",5,"10-20","female","1972","CPRD_GOLD"
"aspirin",5,"10-20","female","1973","CPRD_GOLD"
"aspirin",5,"10-20","female","1976","CPRD_GOLD"
"aspirin",5,"10-20","female","1979","CPRD_GOLD"
"aspirin",5,"10-20","female","1983","CPRD_GOLD"
"aspirin",5,"10-20","female","1984","CPRD_GOLD"
"aspirin",5,"10-20","female","1985","CPRD_GOLD"
"aspirin",5,"10-20","male","1952","CPRD_GOLD"
"aspirin",5,"10-20","male","1953","CPRD_GOLD"
"aspirin",5,"10-20","male","1954","CPRD_GOLD"
"aspirin",5,"10-20","male","1956","CPRD_GOLD"
"aspirin",5,"10-20","male","1957","CPRD_GOLD"
"aspirin",5,"10-20","male","1958","CPRD_GOLD"
"aspirin",5,"10-20","male","1959","CPRD_GOLD"
"aspirin",5,"10-20","male","1961","CPRD_GOLD"
"aspirin",5,"10-20","male","1962","CPRD_GOLD"
"aspirin",5,"10-20","male","1963","CPRD_GOLD"
"aspirin",5,"10-20","male","1964","CPRD_GOLD"
"aspirin",5,"10-20","male","1969","CPRD_GOLD"
"aspirin",5,"10-20","male","1970","CPRD_GOLD"
"aspirin",5,"10-20","male","1973","CPRD_GOLD"
"aspirin",5,"10-20","male","1974","CPRD_GOLD"
"aspirin",5,"10-20","male","1976","CPRD_GOLD"
"aspirin",5,"10-20","male","1977","CPRD_GOLD"
"aspirin",5,"10-20","male","1979","CPRD_GOLD"
"aspirin",5,"20-30","female","1954","CPRD_GOLD"
"aspirin",5,"20-30","female","1955","CPRD_GOLD"
"aspirin",5,"20-30","female","1967","CPRD_GOLD"
"aspirin",5,"20-30","male","1951","CPRD_GOLD"
"aspirin",5,"20-30","male","1960","CPRD_GOLD"
"aspirin",5,"20-30","male","1961","CPRD_GOLD"
"aspirin",5,"20-30","male","1963","CPRD_GOLD"
"aspirin",5,"20-30","male","1971","CPRD_GOLD"
"aspirin",5,"20-30","male","1976","CPRD_GOLD"
"aspirin",5,"30-40","female","1950","CPRD_GOLD"
"aspirin",5,"30-40","female","1964","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1955","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1956","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1964","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1966","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1968","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1971","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","female","1977","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","male","1956","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","male","1958","CPRD_GOLD"
"aspirin-acetaminophen",5,"0-10","male","1974","CPRD_GOLD"
